delivery_id,order_time,pickup_node,drop_node,package_weight_kg,order_priority,SLA_minutes,assigned_vehicle,predicted_eta_min,actual_eta_min,reroute_count,delay_flag,energy_cost_wh,operational_cost_rs,vehicle_id,vehicle_type,timestamp,latitude,longitude,speed_kmph,battery_level_%,payload_weight_kg,status,rainfall_mm,wind_speed_kmph,visibility_km,temperature_c,drone_operational_flag,estimated_delivery_time_min,delay_risk_score,delivery_mode,distance_km,fuel_used_liters,fuel_cost_rs
3671,1/1/2026 18:18,1515,1125,2.77,high,47,scooter,35.25,34.71,1,0,265.14,131.1,8,drone,1/1/2026 3:53,12.9432492,77.63972421,27.36,59.64,5.56,idle,2.96,16.25,3.24,21.92,1,2.877383889,0.424687021,Drone,4.89,0.0,0.0
407,1/4/2026 3:43,1627,29,3.52,normal,55,scooter,33.93,47.2,0,0,145.05,100.66,98,scooter,1/1/2026 3:56,12.92399071,77.61733774,57.95,91.77,1.03,idle,5.27,16.44,7.62,19.91,1,2.659736539,1.531292258,AI_Scooter,2.57,0.0,0.0
958,1/2/2026 17:30,1791,1842,6.33,normal,43,scooter,16.48,10.38,0,0,350.21,79.32,7,scooter,1/1/2026 3:56,12.94722143,77.62891964,24.8,47.54,6.41,idle,5.27,16.44,7.62,19.91,1,4.664326796,1.399494734,AI_Scooter,4.57,0.0,0.0
2206,1/2/2026 8:29,847,160,5.71,normal,51,scooter,38.67,41.04,2,0,184.7,148.29,74,scooter,1/1/2026 3:56,12.93301601,77.61599933,24.29,88.24,2.07,idle,5.27,16.44,7.62,19.91,1,5.944893377,1.589168398,AI_Scooter,3.52,0.0,0.0
343,1/3/2026 7:36,125,2043,3.9,normal,54,scooter,28.01,41.17,3,0,243.12,117.03,150,scooter,1/1/2026 3:59,12.92163653,77.63816654,1.73,71.94,6.05,enroute,0.84,14.14,6.51,21.45,1,5.069678485,1.234487694,AI_Scooter,4.18,0.0,0.0
3879,1/1/2026 10:23,263,783,5.14,normal,45,scooter,28.37,26.83,2,0,382.0,117.73,45,scooter,1/1/2026 4:00,12.92179246,77.62714549,32.52,52.77,7.37,idle,1.62,18.84,4.1,31.31,1,6.087691348,1.626584659,AI_Scooter,3.01,0.0,0.0
4432,1/3/2026 1:00,355,628,0.8,high,38,scooter,12.72,21.39,1,0,428.55,45.59,45,scooter,1/1/2026 4:00,12.92179246,77.62714549,32.52,52.77,7.37,idle,1.62,18.84,4.1,31.31,1,5.748786556,1.511714888,AI_Scooter,3.31,0.0,0.0
749,1/3/2026 14:56,664,842,6.19,high,52,scooter,13.29,28.9,1,0,87.1,78.81,170,drone,1/1/2026 4:01,12.94931882,77.62678878,20.16,33.83,3.74,charging,3.72,18.94,7.72,25.5,1,3.94045605,0.355738741,Drone,2.97,0.0,0.0
4914,1/3/2026 12:04,1370,1438,7.62,normal,48,scooter,16.41,18.09,0,0,306.56,49.4,140,drone,1/1/2026 4:02,12.94511728,77.61731269,25.3,17.16,2.67,enroute,3.0,24.07,6.67,25.38,1,8.652125183,0.872618946,Drone,1.78,0.0,0.0
1296,1/2/2026 22:11,1885,385,1.24,normal,22,drone,34.69,42.47,1,1,175.69,85.98,77,drone,1/1/2026 4:03,12.93154761,77.62406864,7.43,71.7,1.64,charging,1.84,10.06,9.06,26.92,1,4.666201487,1.016437028,Drone,3.89,0.0,0.0
3378,1/2/2026 7:35,730,1226,1.74,normal,21,drone,39.64,41.57,0,1,101.47,60.54,142,drone,1/1/2026 4:03,12.933155,77.6309282,23.71,37.45,3.66,enroute,1.84,10.06,9.06,26.92,1,6.065610936,0.382096406,Drone,2.12,0.0,0.0
1960,1/3/2026 19:28,669,1606,1.34,high,26,scooter,45.38,61.23,0,1,162.52,68.6,61,scooter,1/1/2026 4:05,12.92351207,77.633431,24.08,66.31,3.36,charging,1.7,24.84,2.15,34.78,1,11.80757106,0.575208808,AI_Scooter,1.1,0.0,0.0
4361,1/1/2026 11:39,953,1611,7.3,normal,33,scooter,26.81,31.36,3,0,383.26,40.73,181,scooter,1/1/2026 4:10,12.93075175,77.62288842,5.29,72.66,3.99,idle,3.94,15.29,5.85,28.07,1,2.87415031,0.52072931,AI_Scooter,3.58,0.0,0.0
2893,1/2/2026 18:06,822,988,4.61,high,28,scooter,44.51,73.17,3,1,431.4,70.37,103,drone,1/1/2026 4:11,12.94261582,77.62115174,47.25,76.81,7.97,enroute,3.56,8.79,3.82,23.27,1,8.501995939,1.384658094,Drone,1.71,0.0,0.0
3413,1/4/2026 9:00,1217,1413,0.77,normal,27,drone,16.15,8.39,2,0,331.8,74.27,8,drone,1/1/2026 4:12,12.92261062,77.62200566,49.43,53.41,0.99,enroute,5.36,20.26,2.08,23.79,1,12.57114439,1.484323218,Drone,4.76,0.0,0.0
2490,1/2/2026 3:30,641,1149,6.54,normal,39,scooter,44.6,45.15,1,1,241.67,32.19,1,scooter,1/1/2026 4:12,12.9332866,77.61796113,35.39,75.97,2.62,charging,5.36,20.26,2.08,23.79,1,11.47528374,1.890092547,AI_Scooter,4.82,0.0,0.0
1535,1/3/2026 15:47,1744,293,0.65,normal,55,scooter,35.2,56.91,1,1,189.08,22.01,161,scooter,1/1/2026 4:15,12.92196057,77.63867649,44.28,17.18,7.77,charging,1.35,15.46,8.45,19.86,1,9.558120708,0.828288545,AI_Scooter,4.66,0.0,0.0
508,1/3/2026 21:59,1276,294,2.33,normal,36,drone,13.57,23.31,3,0,405.98,25.43,161,scooter,1/1/2026 4:15,12.92196057,77.63867649,44.28,17.18,7.77,charging,1.35,15.46,8.45,19.86,1,9.193864425,1.084411369,AI_Scooter,2.48,0.0,0.0
2412,1/1/2026 10:26,1887,865,2.65,normal,50,drone,44.92,43.43,2,0,126.41,142.7,92,drone,1/1/2026 4:20,12.94819918,77.63975152,26.08,25.77,5.71,idle,9.69,3.0,7.98,27.25,1,2.69969346,1.299538512,Drone,1.06,0.0,0.0
2039,1/2/2026 5:17,1763,1501,4.53,high,30,scooter,36.38,49.56,1,1,444.19,148.96,33,scooter,1/1/2026 4:20,12.94861732,77.61639802,44.8,63.96,2.61,charging,9.69,3.0,7.98,27.25,1,4.370923546,1.685903722,AI_Scooter,4.71,0.0,0.0
2524,1/3/2026 10:47,169,2089,5.12,high,21,scooter,27.61,22.24,3,1,59.64,117.63,14,drone,1/1/2026 4:22,12.92831908,77.60167089,40.52,21.14,5.08,enroute,7.04,17.32,8.51,33.52,1,3.683539511,1.866171009,Drone,2.71,0.0,0.0
1045,1/3/2026 21:46,2251,1569,2.28,normal,24,drone,39.39,42.27,1,1,355.57,29.11,145,drone,1/1/2026 4:22,12.93541465,77.61740458,44.27,97.86,6.52,enroute,7.04,17.32,8.51,33.52,1,6.905627984,1.369424373,Drone,4.87,0.0,0.0
137,1/3/2026 0:41,529,2243,3.11,normal,55,scooter,37.32,60.74,2,1,484.14,78.56,14,drone,1/1/2026 4:22,12.92831908,77.60167089,40.52,21.14,5.08,enroute,7.04,17.32,8.51,33.52,1,2.777944812,0.911034648,Drone,4.85,0.0,0.0
925,1/3/2026 19:39,540,894,1.06,normal,30,scooter,10.17,19.91,2,0,336.39,129.9,44,scooter,1/1/2026 4:23,12.92384055,77.61124046,53.23,33.65,3.41,charging,4.78,15.75,6.71,23.14,1,4.463336531,0.541321804,AI_Scooter,4.41,0.0,0.0
612,1/3/2026 15:32,1576,1263,6.68,normal,58,scooter,37.28,51.79,0,0,498.49,75.79,128,drone,1/1/2026 4:24,12.93413747,77.62385748,35.58,84.83,5.23,enroute,14.79,24.46,6.82,24.1,0,3.789867671,1.576042184,Drone,2.18,0.0,0.0
4066,1/1/2026 7:36,1484,2261,4.91,normal,31,scooter,11.05,13.54,1,0,205.95,23.19,4,scooter,1/1/2026 4:25,12.92055834,77.62169416,25.98,23.62,6.61,enroute,1.16,20.03,9.77,21.85,1,5.600908245,0.450286093,AI_Scooter,2.54,0.0,0.0
122,1/1/2026 23:41,1222,251,6.02,normal,37,scooter,20.49,28.35,2,0,206.37,74.46,113,drone,1/1/2026 4:25,12.93182072,77.631398,2.71,56.9,2.03,enroute,1.16,20.03,9.77,21.85,1,2.044248722,1.576550332,Drone,4.4,0.0,0.0
2712,1/3/2026 15:35,785,505,5.31,normal,28,scooter,48.88,67.57,0,1,184.74,59.81,143,drone,1/1/2026 4:26,12.9479342,77.62660995,30.84,90.07,3.77,enroute,3.84,12.12,8.41,29.08,1,6.850209295,1.122212923,Drone,2.27,0.0,0.0
956,1/2/2026 14:28,515,481,7.55,normal,43,scooter,16.88,15.43,1,0,437.15,120.84,176,scooter,1/1/2026 4:26,12.94757511,77.63631596,20.71,84.41,6.68,charging,3.84,12.12,8.41,29.08,1,5.231074214,0.439286957,AI_Scooter,1.68,0.0,0.0
4313,1/1/2026 4:24,190,1704,0.69,normal,47,scooter,22.44,31.65,1,0,122.66,132.21,194,scooter,1/1/2026 4:29,12.92355009,77.60820221,41.42,33.57,1.6,enroute,10.29,3.0,3.38,34.77,1,6.691811203,1.419732986,AI_Scooter,3.23,0.0,0.0
2803,1/1/2026 5:32,1366,414,6.97,normal,27,scooter,27.54,37.75,0,1,73.67,41.92,27,drone,1/1/2026 4:29,12.92440771,77.639117,39.2,46.41,0.44,idle,10.29,3.0,3.38,34.77,1,3.29439288,1.856678106,Drone,4.74,0.0,0.0
3265,1/1/2026 3:05,2456,377,4.43,normal,56,scooter,34.46,42.34,3,0,333.27,118.18,73,drone,1/1/2026 4:30,12.93392442,77.6349707,7.02,80.46,7.53,charging,15.96,3.9,5.64,29.85,0,3.519781483,0.859456894,Drone,3.78,0.0,0.0
4121,1/1/2026 15:12,214,873,3.32,normal,32,scooter,25.38,31.25,1,0,92.16,103.32,58,drone,1/1/2026 4:31,12.94778332,77.60271142,26.63,33.45,4.77,idle,7.91,14.7,5.11,31.84,1,3.154441842,1.069188554,Drone,3.28,0.0,0.0
2007,1/2/2026 6:26,73,779,0.88,high,45,drone,28.64,23.51,0,0,251.56,30.97,90,scooter,1/1/2026 4:31,12.94850593,77.60118929,49.21,13.66,5.26,charging,7.91,14.7,5.11,31.84,1,6.218188313,0.561698601,AI_Scooter,1.39,0.0,0.0
2840,1/2/2026 10:26,1427,1574,5.88,normal,57,scooter,39.53,39.64,2,0,247.65,87.51,20,scooter,1/1/2026 4:33,12.92477487,77.60059247,17.26,14.62,5.16,enroute,4.11,13.55,2.5,34.51,1,5.127023839,0.369836199,AI_Scooter,3.46,0.0,0.0
339,1/2/2026 5:05,165,1010,1.43,normal,57,drone,39.6,30.02,2,0,200.17,121.03,137,scooter,1/1/2026 4:33,12.92567708,77.60463102,4.95,54.1,1.41,idle,4.11,13.55,2.5,34.51,1,8.259523893,1.074122515,AI_Scooter,4.96,0.0,0.0
4196,1/1/2026 15:15,1106,184,1.57,normal,51,drone,15.67,29.32,2,0,316.33,90.72,20,scooter,1/1/2026 4:33,12.92477487,77.60059247,17.26,14.62,5.16,enroute,4.11,13.55,2.5,34.51,1,5.475987332,0.922324612,AI_Scooter,1.56,0.0,0.0
4795,1/2/2026 13:23,1607,2035,5.44,normal,24,scooter,44.59,43.51,3,1,219.81,64.83,108,drone,1/1/2026 4:34,12.9441108,77.62680347,31.62,70.55,1.56,enroute,6.89,22.12,3.62,23.66,1,5.591848621,1.208554311,Drone,3.07,0.0,0.0
2665,1/4/2026 1:55,643,735,6.99,normal,53,scooter,12.76,28.53,0,0,405.03,110.33,34,scooter,1/1/2026 4:35,12.93832229,77.63906272,21.67,84.6,1.8,charging,2.67,4.98,8.38,26.82,1,3.08565822,1.431273868,AI_Scooter,4.51,0.0,0.0
2940,1/1/2026 5:56,1922,161,2.72,normal,43,drone,34.75,35.98,1,0,116.76,91.05,159,scooter,1/1/2026 4:38,12.92241044,77.63521175,29.55,12.2,3.95,charging,2.08,17.02,5.12,33.58,1,5.010270467,1.481954016,AI_Scooter,3.96,0.0,0.0
4407,1/1/2026 18:25,603,571,7.11,normal,20,scooter,17.26,23.57,0,1,57.39,141.87,92,scooter,1/1/2026 4:39,12.94819103,77.61569873,10.67,77.65,3.09,idle,4.08,21.13,9.07,32.59,1,2.779321044,0.914234181,AI_Scooter,3.79,0.0,0.0
1746,1/1/2026 3:22,614,1552,1.21,normal,23,drone,38.11,38.29,2,1,96.06,116.86,92,scooter,1/1/2026 4:39,12.94819103,77.61569873,10.67,77.65,3.09,idle,4.08,21.13,9.07,32.59,1,4.794500669,1.447236022,AI_Scooter,3.81,0.0,0.0
1331,1/3/2026 12:58,1994,1613,4.92,normal,28,scooter,14.42,17.78,2,0,322.74,117.89,116,drone,1/1/2026 4:40,12.93888297,77.60588435,8.01,78.75,7.39,charging,0.71,13.48,3.46,25.96,1,6.639176939,1.60541092,Drone,2.44,0.0,0.0
1352,1/3/2026 15:03,112,2207,1.1,high,30,drone,14.65,15.81,1,0,130.28,40.29,49,drone,1/1/2026 4:42,12.92610847,77.61162149,32.33,21.18,6.45,idle,1.42,24.57,8.11,18.81,1,7.267444911,0.543918997,Drone,2.17,0.0,0.0
1258,1/2/2026 23:38,174,1676,6.81,normal,50,scooter,13.29,21.6,3,0,385.3,33.18,49,drone,1/1/2026 4:42,12.92610847,77.61162149,32.33,21.18,6.45,idle,1.42,24.57,8.11,18.81,1,5.782549293,1.802979676,Drone,4.24,0.0,0.0
1400,1/3/2026 16:04,562,580,0.67,high,37,drone,13.51,15.58,0,0,476.14,67.58,30,scooter,1/1/2026 4:43,12.93593501,77.60215523,45.2,32.21,3.07,enroute,6.28,30.3,6.6,27.45,0,8.7829539,1.290188415,AI_Scooter,4.24,0.0,0.0
3684,1/3/2026 9:27,434,2438,1.7,normal,59,drone,20.95,27.01,1,0,338.05,65.62,195,drone,1/1/2026 4:44,12.92857438,77.62059648,11.5,24.58,0.72,charging,5.02,11.98,2.48,20.09,1,6.023898411,1.696156547,Drone,4.47,0.0,0.0
3154,1/1/2026 17:05,298,2126,4.73,normal,48,scooter,11.06,19.79,0,0,467.57,76.23,71,scooter,1/1/2026 4:44,12.93063946,77.60928713,24.31,92.35,0.32,enroute,5.02,11.98,2.48,20.09,1,9.29724737,1.470583484,AI_Scooter,4.65,0.0,0.0
1658,1/4/2026 5:13,30,184,4.86,high,58,scooter,27.67,34.27,2,0,471.4,44.65,38,drone,1/1/2026 4:45,12.94292174,77.62028003,59.69,65.0,5.29,idle,1.11,14.37,2.09,22.49,1,3.893413941,1.834478995,Drone,3.05,0.0,0.0
200,1/1/2026 4:07,1906,1995,3.28,normal,41,scooter,48.14,47.03,2,1,67.52,31.43,98,drone,1/1/2026 4:46,12.92929798,77.62891094,31.19,42.04,2.32,idle,3.27,16.86,2.15,31.67,1,3.132227342,1.073249915,Drone,3.01,0.0,0.0
3573,1/3/2026 0:04,1311,1684,7.81,normal,41,scooter,45.12,51.19,3,1,458.91,139.08,13,scooter,1/1/2026 4:48,12.93271593,77.6351561,22.36,70.78,7.58,enroute,4.08,16.64,6.98,30.78,1,6.935497094,0.437231358,AI_Scooter,4.19,0.0,0.0
159,1/2/2026 9:34,50,490,4.19,normal,26,scooter,28.29,39.4,2,1,269.23,51.91,63,drone,1/1/2026 4:50,12.92243152,77.61996359,55.65,60.02,7.43,idle,1.36,17.97,3.06,20.91,1,3.307380645,1.43084794,Drone,3.6,0.0,0.0
3235,1/2/2026 16:38,1685,198,1.64,normal,51,drone,13.09,17.3,3,0,289.83,68.41,113,drone,1/1/2026 4:52,12.92755755,77.60233689,37.91,70.91,2.53,idle,1.98,3.64,4.48,27.98,1,2.364235092,1.77656924,Drone,3.81,0.0,0.0
4134,1/3/2026 8:05,457,2338,6.72,normal,46,scooter,22.55,36.05,3,0,250.2,95.11,113,drone,1/1/2026 4:52,12.92755755,77.60233689,37.91,70.91,2.53,idle,1.98,3.64,4.48,27.98,1,2.694187017,0.619593772,Drone,4.18,0.0,0.0
3789,1/3/2026 2:52,153,1990,4.15,normal,53,scooter,18.53,17.27,3,0,103.18,123.8,20,scooter,1/1/2026 4:52,12.92941888,77.61966339,53.69,30.76,0.71,idle,1.98,3.64,4.48,27.98,1,6.647283537,1.732348637,AI_Scooter,4.56,0.0,0.0
4752,1/4/2026 4:23,2350,736,4.01,normal,52,scooter,12.76,27.39,2,0,171.49,117.7,125,drone,1/1/2026 4:54,12.94138778,77.63933921,7.84,72.19,5.03,charging,13.7,6.01,4.5,31.25,0,10.98782519,1.559663127,Drone,2.35,0.0,0.0
2954,1/1/2026 9:50,313,734,7.31,high,23,scooter,28.45,25.1,1,1,381.81,128.54,168,drone,1/1/2026 4:54,12.93264975,77.60786903,32.21,97.75,2.08,enroute,13.7,6.01,4.5,31.25,0,12.12895731,1.723080105,Drone,2.5,0.0,0.0
2653,1/1/2026 6:05,868,1211,4.61,high,57,scooter,19.66,43.26,3,0,77.58,35.43,111,drone,1/1/2026 4:57,12.92790734,77.61520311,15.12,32.6,1.18,enroute,1.68,23.01,8.62,25.35,1,4.458859428,0.562876399,Drone,1.38,0.0,0.0
3357,1/3/2026 15:50,106,200,7.9,normal,35,scooter,26.89,26.49,1,0,420.56,87.41,109,drone,1/1/2026 4:57,12.93449708,77.63859681,25.56,12.91,6.29,charging,1.68,23.01,8.62,25.35,1,7.876027038,1.402046369,Drone,3.31,0.0,0.0
4161,1/3/2026 8:14,2342,2302,7.45,normal,51,scooter,18.08,35.8,0,0,257.74,104.34,132,drone,1/1/2026 5:00,12.92504483,77.62388936,13.76,39.47,3.49,enroute,2.16,10.93,5.42,32.56,1,6.679356379,0.746386814,Drone,1.14,0.0,0.0
4838,1/1/2026 15:49,1744,122,6.1,high,33,scooter,27.49,28.84,3,0,221.61,114.51,132,drone,1/1/2026 5:00,12.92504483,77.62388936,13.76,39.47,3.49,enroute,2.16,10.93,5.42,32.56,1,4.624427217,0.940994009,Drone,2.86,0.0,0.0
3867,1/3/2026 11:29,169,1734,1.56,normal,24,scooter,18.03,30.88,0,1,128.41,138.51,36,scooter,1/1/2026 5:02,12.93810318,77.62561732,34.43,26.25,4.96,enroute,3.65,18.46,2.04,30.24,1,6.296420475,1.428730317,AI_Scooter,3.17,0.0,0.0
3667,1/1/2026 4:43,301,609,5.32,normal,45,scooter,21.34,21.22,0,0,156.57,107.42,78,drone,1/1/2026 5:02,12.93059006,77.61240722,52.2,93.76,3.19,enroute,3.65,18.46,2.04,30.24,1,4.203454672,0.750910032,Drone,2.15,0.0,0.0
1915,1/3/2026 16:48,50,1457,4.83,normal,21,scooter,22.2,20.78,1,0,491.23,91.42,17,drone,1/1/2026 5:02,12.92277703,77.63332393,49.74,99.65,1.56,idle,3.65,18.46,2.04,30.24,1,6.844830397,0.40541145,Drone,3.36,0.0,0.0
1252,1/2/2026 20:17,1340,1378,2.7,normal,28,drone,17.86,29.02,2,1,311.96,133.86,190,drone,1/1/2026 5:04,12.92699374,77.60232586,14.87,25.84,0.71,charging,1.37,9.63,2.64,23.59,1,6.32505553,1.796544215,Drone,1.12,0.0,0.0
456,1/2/2026 1:12,2271,1150,5.3,normal,44,scooter,25.69,24.27,2,0,111.72,26.96,13,drone,1/1/2026 5:05,12.94565702,77.63882921,0.13,17.47,5.89,idle,0.14,16.83,3.54,25.36,1,5.386502869,1.404959599,Drone,1.15,0.0,0.0
519,1/4/2026 6:36,1424,1382,7.01,high,30,scooter,32.53,60.86,2,1,396.73,44.94,13,drone,1/1/2026 5:05,12.94565702,77.63882921,0.13,17.47,5.89,idle,0.14,16.83,3.54,25.36,1,9.238996239,1.049881846,Drone,4.29,0.0,0.0
938,1/1/2026 7:28,1321,1703,6.77,high,47,scooter,32.41,47.59,0,1,171.41,109.15,7,drone,1/1/2026 5:06,12.93014637,77.62302774,51.34,79.2,2.79,idle,7.02,19.63,9.98,19.0,1,5.288139511,1.176540234,Drone,2.44,0.0,0.0
2383,1/1/2026 17:02,1904,2455,3.7,normal,25,scooter,36.54,34.64,1,1,491.69,86.58,7,drone,1/1/2026 5:06,12.93014637,77.62302774,51.34,79.2,2.79,idle,7.02,19.63,9.98,19.0,1,3.403222825,0.370376951,Drone,1.51,0.0,0.0
380,1/3/2026 3:26,1427,2241,3.69,high,45,scooter,47.56,38.03,3,0,67.55,148.81,39,drone,1/1/2026 5:09,12.94399458,77.63911263,54.75,75.54,7.37,charging,3.34,14.39,2.46,19.97,1,6.259493392,1.270587987,Drone,3.09,0.0,0.0
1625,1/2/2026 10:31,460,2272,6.29,high,20,scooter,16.54,16.17,1,0,72.85,90.21,39,drone,1/1/2026 5:09,12.94399458,77.63911263,54.75,75.54,7.37,charging,3.34,14.39,2.46,19.97,1,8.14027665,1.650563371,Drone,4.08,0.0,0.0
3792,1/1/2026 5:18,2360,1309,4.76,normal,25,scooter,16.44,25.8,2,1,490.77,20.3,43,scooter,1/1/2026 5:17,12.94634578,77.61734741,11.02,33.52,0.37,charging,3.39,8.17,4.84,24.2,1,2.560834536,1.887946527,AI_Scooter,1.86,0.0,0.0
366,1/4/2026 5:09,2077,272,1.94,high,45,drone,40.07,41.63,1,0,89.73,45.31,166,scooter,1/1/2026 5:19,12.93207586,77.62603862,30.46,14.51,6.67,enroute,0.71,22.01,9.3,34.14,1,11.45999336,0.222611083,AI_Scooter,3.49,0.0,0.0
4739,1/1/2026 1:51,487,1630,5.24,normal,40,scooter,23.31,28.15,0,0,461.39,39.62,184,scooter,1/1/2026 5:22,12.93037291,77.61886399,15.89,36.94,2.06,charging,2.91,20.87,7.83,18.98,1,7.025221843,1.150757749,AI_Scooter,1.34,0.0,0.0
4278,1/1/2026 3:39,2330,781,2.0,normal,28,scooter,10.9,13.09,0,0,445.98,65.1,147,scooter,1/1/2026 5:22,12.93891787,77.62971227,7.07,53.11,5.0,enroute,2.91,20.87,7.83,18.98,1,2.928076598,1.86020495,AI_Scooter,1.21,0.0,0.0
3059,1/1/2026 20:42,1735,1205,1.42,normal,35,scooter,12.5,9.07,1,0,324.87,71.79,65,scooter,1/1/2026 5:24,12.93200477,77.63849858,49.07,62.4,4.33,enroute,7.69,16.06,9.13,20.66,1,7.902142742,1.089289926,AI_Scooter,3.13,0.0,0.0
4972,1/2/2026 22:07,1986,349,7.83,normal,31,scooter,31.08,27.71,0,0,475.98,140.4,185,scooter,1/1/2026 5:25,12.922168,77.62959902,48.7,95.45,5.27,idle,4.24,13.9,2.68,32.16,1,10.50393811,1.231653432,AI_Scooter,3.16,0.0,0.0
4035,1/3/2026 5:45,2297,1328,6.4,normal,33,scooter,44.83,57.33,1,1,440.1,111.05,187,drone,1/1/2026 5:26,12.94997924,77.6091011,29.88,42.21,5.12,idle,3.73,22.25,9.17,25.04,1,5.92580621,1.5060192,Drone,3.55,0.0,0.0
3720,1/4/2026 5:56,340,19,5.26,high,36,scooter,12.53,21.46,3,0,244.04,144.32,168,drone,1/1/2026 5:27,12.93079181,77.62182089,20.29,32.01,6.41,charging,7.14,17.26,5.92,28.27,1,2.096604485,0.904558279,Drone,3.9,0.0,0.0
4649,1/2/2026 13:05,99,2488,2.94,normal,27,drone,15.69,19.55,3,0,439.26,114.81,87,scooter,1/1/2026 5:29,12.92047823,77.63558969,29.24,57.8,7.8,enroute,1.14,17.68,4.4,19.77,1,4.305640539,1.240030537,AI_Scooter,4.9,0.0,0.0
1544,1/3/2026 9:20,16,2106,0.66,normal,25,drone,43.89,49.5,3,1,422.21,95.0,19,scooter,1/1/2026 5:33,12.93425072,77.63305649,48.91,48.4,4.92,charging,2.58,15.09,7.03,19.89,1,6.112301776,1.613846213,AI_Scooter,3.07,0.0,0.0
4544,1/3/2026 5:06,2297,1071,6.17,normal,57,scooter,37.68,53.93,1,0,135.61,61.18,55,drone,1/1/2026 5:34,12.92920641,77.61983972,3.9,91.03,3.56,enroute,2.55,24.81,3.57,23.27,1,3.187546842,1.301380988,Drone,2.29,0.0,0.0
148,1/2/2026 12:02,1750,68,6.03,normal,57,scooter,16.53,28.71,2,0,119.87,48.37,77,scooter,1/1/2026 5:38,12.93546894,77.60338316,36.93,17.16,1.12,enroute,3.32,16.44,6.83,29.57,1,6.124584933,1.55741718,AI_Scooter,4.18,0.0,0.0
4258,1/1/2026 3:43,1622,2068,1.23,normal,35,drone,35.6,35.4,3,1,240.12,73.91,94,drone,1/1/2026 5:38,12.94599333,77.60762224,8.67,92.8,6.45,enroute,3.32,16.44,6.83,29.57,1,5.369037542,0.93048798,Drone,2.08,0.0,0.0
3938,1/1/2026 8:41,2477,285,2.36,normal,49,drone,15.49,15.92,3,0,470.54,137.93,77,scooter,1/1/2026 5:38,12.93546894,77.60338316,36.93,17.16,1.12,enroute,3.32,16.44,6.83,29.57,1,6.97753912,1.709708636,AI_Scooter,2.76,0.0,0.0
1244,1/1/2026 11:50,901,2395,6.87,normal,37,scooter,43.23,55.6,2,1,134.77,105.72,90,drone,1/1/2026 5:38,12.9247476,77.60184716,5.81,12.84,5.88,charging,3.32,16.44,6.83,29.57,1,9.201309183,1.643793216,Drone,1.31,0.0,0.0
4357,1/4/2026 7:26,1165,2431,6.03,normal,37,scooter,34.26,38.6,0,1,109.74,84.12,184,scooter,1/1/2026 5:39,12.92999341,77.60203882,42.26,44.6,1.08,idle,0.86,10.33,6.65,19.93,1,9.112301279,0.654529553,AI_Scooter,1.1,0.0,0.0
2047,1/1/2026 0:58,434,2080,3.16,normal,52,scooter,39.27,48.44,2,0,421.16,104.23,101,drone,1/1/2026 5:39,12.93096766,77.60696069,35.25,91.73,0.37,idle,0.86,10.33,6.65,19.93,1,10.36171999,1.592189512,Drone,4.85,0.0,0.0
3177,1/2/2026 0:50,1073,1060,1.36,normal,46,drone,44.42,47.07,3,1,467.58,132.35,64,scooter,1/1/2026 5:40,12.93823321,77.63298734,3.46,19.27,3.88,enroute,2.56,15.34,8.26,27.95,1,8.232801782,1.507398497,AI_Scooter,4.34,0.0,0.0
3955,1/2/2026 15:23,2139,1363,2.53,normal,34,drone,35.01,40.65,2,1,471.57,145.59,72,scooter,1/1/2026 5:41,12.92516213,77.60917751,15.21,98.63,4.51,enroute,1.71,15.39,7.58,20.58,1,3.791061847,0.287128708,AI_Scooter,3.78,0.0,0.0
792,1/4/2026 7:21,621,1616,2.92,normal,32,drone,31.24,36.5,3,1,76.74,73.58,62,scooter,1/1/2026 5:42,12.93413547,77.61716348,28.6,96.14,2.46,idle,3.13,23.85,5.64,19.16,1,6.391248711,1.623617606,AI_Scooter,2.64,0.0,0.0
3281,1/1/2026 22:49,1101,1947,2.58,high,44,drone,26.04,39.71,1,0,335.46,78.27,164,scooter,1/1/2026 5:42,12.93924654,77.63143469,21.25,74.54,7.99,idle,3.13,23.85,5.64,19.16,1,9.311555804,1.292764969,AI_Scooter,1.69,0.0,0.0
786,1/3/2026 4:18,1575,1094,5.89,normal,40,scooter,12.38,40.55,1,1,363.99,54.64,164,scooter,1/1/2026 5:42,12.93924654,77.63143469,21.25,74.54,7.99,idle,3.13,23.85,5.64,19.16,1,5.409328972,1.619218958,AI_Scooter,1.63,0.0,0.0
1988,1/4/2026 6:12,702,1969,2.27,normal,52,drone,27.8,41.17,0,0,294.66,77.25,172,drone,1/1/2026 5:42,12.93493143,77.61760131,30.17,31.74,3.52,charging,3.13,23.85,5.64,19.16,1,5.630981948,1.092802504,Drone,2.0,0.0,0.0
4176,1/3/2026 8:47,1253,1966,7.88,normal,41,scooter,24.85,30.18,3,0,235.35,47.01,164,scooter,1/1/2026 5:42,12.93924654,77.63143469,21.25,74.54,7.99,idle,3.13,23.85,5.64,19.16,1,9.690068445,1.225635468,AI_Scooter,3.2,0.0,0.0
1943,1/2/2026 23:34,2093,426,4.7,normal,45,scooter,13.1,18.88,0,0,310.28,67.51,64,drone,1/1/2026 5:43,12.94137427,77.61652336,36.63,84.87,6.12,enroute,3.13,8.37,4.84,19.57,1,4.299252561,1.84926374,Drone,3.86,0.0,0.0
